101
81
T [GeV]		muB [GeV]		F_over_T [fm^-1 / GeV]
0.154000		-0.220000		-0.161938
0.155000		-0.220000		-0.161414
0.156000		-0.220000		-0.160906
0.157000		-0.220000		-0.160413
0.158000		-0.220000		-0.159935
0.159000		-0.220000		-0.159473
0.160000		-0.220000		-0.159025
0.161000		-0.220000		-0.158592
0.162000		-0.220000		-0.158174
0.163000		-0.220000		-0.157769
0.164000		-0.220000		-0.157379
0.165000		-0.220000		-0.157002
0.166000		-0.220000		-0.156639
0.167000		-0.220000		-0.156289
0.168000		-0.220000		-0.155953
0.169000		-0.220000		-0.155629
0.170000		-0.220000		-0.155317
0.171000		-0.220000		-0.155019
0.172000		-0.220000		-0.154732
0.173000		-0.220000		-0.154457
0.174000		-0.220000		-0.154194
0.175000		-0.220000		-0.153943
0.176000		-0.220000		-0.153702
0.177000		-0.220000		-0.153473
0.178000		-0.220000		-0.153255
0.179000		-0.220000		-0.153047
0.180000		-0.220000		-0.152850
0.181000		-0.220000		-0.152663
0.182000		-0.220000		-0.152485
0.183000		-0.220000		-0.152318
0.184000		-0.220000		-0.152160
0.185000		-0.220000		-0.152012
0.186000		-0.220000		-0.151873
0.187000		-0.220000		-0.151742
0.188000		-0.220000		-0.151621
0.189000		-0.220000		-0.151508
0.190000		-0.220000		-0.151404
0.191000		-0.220000		-0.151307
0.192000		-0.220000		-0.151219
0.193000		-0.220000		-0.151139
0.194000		-0.220000		-0.151066
0.195000		-0.220000		-0.151001
0.196000		-0.220000		-0.150944
0.197000		-0.220000		-0.150893
0.198000		-0.220000		-0.150850
0.199000		-0.220000		-0.150813
0.200000		-0.220000		-0.150783
0.100000		-0.200000		-0.212758
0.101000		-0.200000		-0.211541
0.102000		-0.200000		-0.210319
0.103000		-0.200000		-0.209095
0.104000		-0.200000		-0.207870
0.105000		-0.200000		-0.206644
0.106000		-0.200000		-0.205418
0.107000		-0.200000		-0.204195
0.108000		-0.200000		-0.202975
0.109000		-0.200000		-0.201759
0.110000		-0.200000		-0.200548
0.111000		-0.200000		-0.199343
0.112000		-0.200000		-0.198145
0.113000		-0.200000		-0.196954
0.114000		-0.200000		-0.195772
0.115000		-0.200000		-0.194600
0.116000		-0.200000		-0.193437
0.117000		-0.200000		-0.192285
0.118000		-0.200000		-0.191145
0.119000		-0.200000		-0.190017
0.120000		-0.200000		-0.188901
0.121000		-0.200000		-0.187798
0.122000		-0.200000		-0.186710
0.123000		-0.200000		-0.185635
0.124000		-0.200000		-0.184575
0.125000		-0.200000		-0.183530
0.126000		-0.200000		-0.182501
0.127000		-0.200000		-0.181487
0.128000		-0.200000		-0.180490
0.129000		-0.200000		-0.179509
0.130000		-0.200000		-0.178545
0.131000		-0.200000		-0.177597
0.132000		-0.200000		-0.176667
0.133000		-0.200000		-0.175754
0.134000		-0.200000		-0.174859
0.135000		-0.200000		-0.173981
0.136000		-0.200000		-0.173121
0.137000		-0.200000		-0.172278
0.138000		-0.200000		-0.171454
0.139000		-0.200000		-0.170647
0.140000		-0.200000		-0.169858
0.141000		-0.200000		-0.169088
0.142000		-0.200000		-0.168335
0.143000		-0.200000		-0.167600
0.144000		-0.200000		-0.166882
0.145000		-0.200000		-0.166183
0.146000		-0.200000		-0.165501
0.147000		-0.200000		-0.164836
0.148000		-0.200000		-0.164189
0.149000		-0.200000		-0.163559
0.150000		-0.200000		-0.162947
0.151000		-0.200000		-0.162351
0.152000		-0.200000		-0.161772
0.153000		-0.200000		-0.161210
0.154000		-0.200000		-0.160664
0.155000		-0.200000		-0.160134
0.156000		-0.200000		-0.159621
0.157000		-0.200000		-0.159123
0.158000		-0.200000		-0.158641
0.159000		-0.200000		-0.158175
0.160000		-0.200000		-0.157724
0.161000		-0.200000		-0.157287
0.162000		-0.200000		-0.156866
0.163000		-0.200000		-0.156459
0.164000		-0.200000		-0.156066
0.165000		-0.200000		-0.155688
0.166000		-0.200000		-0.155323
0.167000		-0.200000		-0.154972
0.168000		-0.200000		-0.154634
0.169000		-0.200000		-0.154310
0.170000		-0.200000		-0.153998
0.171000		-0.200000		-0.153699
0.172000		-0.200000		-0.153413
0.173000		-0.200000		-0.153138
0.174000		-0.200000		-0.152876
0.175000		-0.200000		-0.152625
0.176000		-0.200000		-0.152386
0.177000		-0.200000		-0.152158
0.178000		-0.200000		-0.151941
0.179000		-0.200000		-0.151735
0.180000		-0.200000		-0.151540
0.181000		-0.200000		-0.151355
0.182000		-0.200000		-0.151180
0.183000		-0.200000		-0.151015
0.184000		-0.200000		-0.150859
0.185000		-0.200000		-0.150714
0.186000		-0.200000		-0.150577
0.187000		-0.200000		-0.150450
0.188000		-0.200000		-0.150331
0.189000		-0.200000		-0.150222
0.190000		-0.200000		-0.150120
0.191000		-0.200000		-0.150028
0.192000		-0.200000		-0.149943
0.193000		-0.200000		-0.149866
0.194000		-0.200000		-0.149797
0.195000		-0.200000		-0.149736
0.196000		-0.200000		-0.149682
0.197000		-0.200000		-0.149635
0.198000		-0.200000		-0.149595
0.199000		-0.200000		-0.149562
0.200000		-0.200000		-0.149537
0.100000		-0.180000		-0.212353
0.101000		-0.180000		-0.211112
0.102000		-0.180000		-0.209868
0.103000		-0.180000		-0.208620
0.104000		-0.180000		-0.207370
0.105000		-0.180000		-0.206120
0.106000		-0.180000		-0.204870
0.107000		-0.180000		-0.203622
0.108000		-0.180000		-0.202377
0.109000		-0.180000		-0.201136
0.110000		-0.180000		-0.199900
0.111000		-0.180000		-0.198670
0.112000		-0.180000		-0.197447
0.113000		-0.180000		-0.196232
0.114000		-0.180000		-0.195025
0.115000		-0.180000		-0.193828
0.116000		-0.180000		-0.192642
0.117000		-0.180000		-0.191466
0.118000		-0.180000		-0.190302
0.119000		-0.180000		-0.189151
0.120000		-0.180000		-0.188013
0.121000		-0.180000		-0.186888
0.122000		-0.180000		-0.185777
0.123000		-0.180000		-0.184682
0.124000		-0.180000		-0.183601
0.125000		-0.180000		-0.182536
0.126000		-0.180000		-0.181487
0.127000		-0.180000		-0.180455
0.128000		-0.180000		-0.179439
0.129000		-0.180000		-0.178440
0.130000		-0.180000		-0.177459
0.131000		-0.180000		-0.176495
0.132000		-0.180000		-0.175549
0.133000		-0.180000		-0.174621
0.134000		-0.180000		-0.173711
0.135000		-0.180000		-0.172819
0.136000		-0.180000		-0.171946
0.137000		-0.180000		-0.171091
0.138000		-0.180000		-0.170254
0.139000		-0.180000		-0.169436
0.140000		-0.180000		-0.168637
0.141000		-0.180000		-0.167856
0.142000		-0.180000		-0.167094
0.143000		-0.180000		-0.166350
0.144000		-0.180000		-0.165624
0.145000		-0.180000		-0.164917
0.146000		-0.180000		-0.164228
0.147000		-0.180000		-0.163557
0.148000		-0.180000		-0.162904
0.149000		-0.180000		-0.162269
0.150000		-0.180000		-0.161651
0.151000		-0.180000		-0.161051
0.152000		-0.180000		-0.160468
0.153000		-0.180000		-0.159902
0.154000		-0.180000		-0.159354
0.155000		-0.180000		-0.158822
0.156000		-0.180000		-0.158306
0.157000		-0.180000		-0.157807
0.158000		-0.180000		-0.157323
0.159000		-0.180000		-0.156856
0.160000		-0.180000		-0.156404
0.161000		-0.180000		-0.155967
0.162000		-0.180000		-0.155546
0.163000		-0.180000		-0.155139
0.164000		-0.180000		-0.154747
0.165000		-0.180000		-0.154370
0.166000		-0.180000		-0.154006
0.167000		-0.180000		-0.153657
0.168000		-0.180000		-0.153321
0.169000		-0.180000		-0.152998
0.170000		-0.180000		-0.152689
0.171000		-0.180000		-0.152392
0.172000		-0.180000		-0.152109
0.173000		-0.180000		-0.151837
0.174000		-0.180000		-0.151578
0.175000		-0.180000		-0.151330
0.176000		-0.180000		-0.151094
0.177000		-0.180000		-0.150870
0.178000		-0.180000		-0.150657
0.179000		-0.180000		-0.150454
0.180000		-0.180000		-0.150263
0.181000		-0.180000		-0.150082
0.182000		-0.180000		-0.149911
0.183000		-0.180000		-0.149750
0.184000		-0.180000		-0.149599
0.185000		-0.180000		-0.149458
0.186000		-0.180000		-0.149326
0.187000		-0.180000		-0.149203
0.188000		-0.180000		-0.149089
0.189000		-0.180000		-0.148984
0.190000		-0.180000		-0.148888
0.191000		-0.180000		-0.148800
0.192000		-0.180000		-0.148720
0.193000		-0.180000		-0.148648
0.194000		-0.180000		-0.148584
0.195000		-0.180000		-0.148528
0.196000		-0.180000		-0.148479
0.197000		-0.180000		-0.148437
0.198000		-0.180000		-0.148402
0.199000		-0.180000		-0.148375
0.200000		-0.180000		-0.148354
0.100000		-0.160000		-0.211861
0.101000		-0.160000		-0.210595
0.102000		-0.160000		-0.209324
0.103000		-0.160000		-0.208050
0.104000		-0.160000		-0.206774
0.105000		-0.160000		-0.205497
0.106000		-0.160000		-0.204221
0.107000		-0.160000		-0.202946
0.108000		-0.160000		-0.201675
0.109000		-0.160000		-0.200407
0.110000		-0.160000		-0.199145
0.111000		-0.160000		-0.197889
0.112000		-0.160000		-0.196640
0.113000		-0.160000		-0.195400
0.114000		-0.160000		-0.194168
0.115000		-0.160000		-0.192947
0.116000		-0.160000		-0.191736
0.117000		-0.160000		-0.190537
0.118000		-0.160000		-0.189350
0.119000		-0.160000		-0.188176
0.120000		-0.160000		-0.187016
0.121000		-0.160000		-0.185870
0.122000		-0.160000		-0.184739
0.123000		-0.160000		-0.183624
0.124000		-0.160000		-0.182524
0.125000		-0.160000		-0.181441
0.126000		-0.160000		-0.180374
0.127000		-0.160000		-0.179325
0.128000		-0.160000		-0.178293
0.129000		-0.160000		-0.177279
0.130000		-0.160000		-0.176283
0.131000		-0.160000		-0.175305
0.132000		-0.160000		-0.174346
0.133000		-0.160000		-0.173405
0.134000		-0.160000		-0.172483
0.135000		-0.160000		-0.171581
0.136000		-0.160000		-0.170697
0.137000		-0.160000		-0.169833
0.138000		-0.160000		-0.168988
0.139000		-0.160000		-0.168162
0.140000		-0.160000		-0.167355
0.141000		-0.160000		-0.166567
0.142000		-0.160000		-0.165799
0.143000		-0.160000		-0.165050
0.144000		-0.160000		-0.164319
0.145000		-0.160000		-0.163608
0.146000		-0.160000		-0.162915
0.147000		-0.160000		-0.162241
0.148000		-0.160000		-0.161585
0.149000		-0.160000		-0.160948
0.150000		-0.160000		-0.160329
0.151000		-0.160000		-0.159727
0.152000		-0.160000		-0.159144
0.153000		-0.160000		-0.158578
0.154000		-0.160000		-0.158029
0.155000		-0.160000		-0.157498
0.156000		-0.160000		-0.156983
0.157000		-0.160000		-0.156485
0.158000		-0.160000		-0.156003
0.159000		-0.160000		-0.155538
0.160000		-0.160000		-0.155088
0.161000		-0.160000		-0.154655
0.162000		-0.160000		-0.154236
0.163000		-0.160000		-0.153833
0.164000		-0.160000		-0.153444
0.165000		-0.160000		-0.153070
0.166000		-0.160000		-0.152711
0.167000		-0.160000		-0.152365
0.168000		-0.160000		-0.152033
0.169000		-0.160000		-0.151715
0.170000		-0.160000		-0.151410
0.171000		-0.160000		-0.151119
0.172000		-0.160000		-0.150840
0.173000		-0.160000		-0.150573
0.174000		-0.160000		-0.150319
0.175000		-0.160000		-0.150077
0.176000		-0.160000		-0.149846
0.177000		-0.160000		-0.149627
0.178000		-0.160000		-0.149420
0.179000		-0.160000		-0.149223
0.180000		-0.160000		-0.149037
0.181000		-0.160000		-0.148862
0.182000		-0.160000		-0.148697
0.183000		-0.160000		-0.148542
0.184000		-0.160000		-0.148397
0.185000		-0.160000		-0.148261
0.186000		-0.160000		-0.148135
0.187000		-0.160000		-0.148018
0.188000		-0.160000		-0.147911
0.189000		-0.160000		-0.147812
0.190000		-0.160000		-0.147721
0.191000		-0.160000		-0.147639
0.192000		-0.160000		-0.147565
0.193000		-0.160000		-0.147500
0.194000		-0.160000		-0.147442
0.195000		-0.160000		-0.147391
0.196000		-0.160000		-0.147348
0.197000		-0.160000		-0.147313
0.198000		-0.160000		-0.147284
0.199000		-0.160000		-0.147263
0.200000		-0.160000		-0.147248
0.100000		-0.140000		-0.211281
0.101000		-0.140000		-0.209987
0.102000		-0.140000		-0.208689
0.103000		-0.140000		-0.207386
0.104000		-0.140000		-0.206082
0.105000		-0.140000		-0.204777
0.106000		-0.140000		-0.203473
0.107000		-0.140000		-0.202171
0.108000		-0.140000		-0.200872
0.109000		-0.140000		-0.199578
0.110000		-0.140000		-0.198289
0.111000		-0.140000		-0.197007
0.112000		-0.140000		-0.195733
0.113000		-0.140000		-0.194467
0.114000		-0.140000		-0.193211
0.115000		-0.140000		-0.191966
0.116000		-0.140000		-0.190732
0.117000		-0.140000		-0.189511
0.118000		-0.140000		-0.188303
0.119000		-0.140000		-0.187108
0.120000		-0.140000		-0.185928
0.121000		-0.140000		-0.184763
0.122000		-0.140000		-0.183613
0.123000		-0.140000		-0.182480
0.124000		-0.140000		-0.181364
0.125000		-0.140000		-0.180265
0.126000		-0.140000		-0.179183
0.127000		-0.140000		-0.178119
0.128000		-0.140000		-0.177074
0.129000		-0.140000		-0.176048
0.130000		-0.140000		-0.175040
0.131000		-0.140000		-0.174052
0.132000		-0.140000		-0.173083
0.133000		-0.140000		-0.172133
0.134000		-0.140000		-0.171203
0.135000		-0.140000		-0.170293
0.136000		-0.140000		-0.169403
0.137000		-0.140000		-0.168532
0.138000		-0.140000		-0.167682
0.139000		-0.140000		-0.166851
0.140000		-0.140000		-0.166041
0.141000		-0.140000		-0.165250
0.142000		-0.140000		-0.164479
0.143000		-0.140000		-0.163728
0.144000		-0.140000		-0.162996
0.145000		-0.140000		-0.162284
0.146000		-0.140000		-0.161591
0.147000		-0.140000		-0.160917
0.148000		-0.140000		-0.160262
0.149000		-0.140000		-0.159626
0.150000		-0.140000		-0.159008
0.151000		-0.140000		-0.158409
0.152000		-0.140000		-0.157828
0.153000		-0.140000		-0.157265
0.154000		-0.140000		-0.156720
0.155000		-0.140000		-0.156192
0.156000		-0.140000		-0.155681
0.157000		-0.140000		-0.155187
0.158000		-0.140000		-0.154710
0.159000		-0.140000		-0.154250
0.160000		-0.140000		-0.153805
0.161000		-0.140000		-0.153376
0.162000		-0.140000		-0.152963
0.163000		-0.140000		-0.152565
0.164000		-0.140000		-0.152183
0.165000		-0.140000		-0.151815
0.166000		-0.140000		-0.151461
0.167000		-0.140000		-0.151122
0.168000		-0.140000		-0.150797
0.169000		-0.140000		-0.150485
0.170000		-0.140000		-0.150187
0.171000		-0.140000		-0.149902
0.172000		-0.140000		-0.149629
0.173000		-0.140000		-0.149370
0.174000		-0.140000		-0.149122
0.175000		-0.140000		-0.148887
0.176000		-0.140000		-0.148664
0.177000		-0.140000		-0.148452
0.178000		-0.140000		-0.148251
0.179000		-0.140000		-0.148061
0.180000		-0.140000		-0.147882
0.181000		-0.140000		-0.147714
0.182000		-0.140000		-0.147556
0.183000		-0.140000		-0.147408
0.184000		-0.140000		-0.147270
0.185000		-0.140000		-0.147142
0.186000		-0.140000		-0.147023
0.187000		-0.140000		-0.146913
0.188000		-0.140000		-0.146813
0.189000		-0.140000		-0.146721
0.190000		-0.140000		-0.146637
0.191000		-0.140000		-0.146562
0.192000		-0.140000		-0.146495
0.193000		-0.140000		-0.146436
0.194000		-0.140000		-0.146385
0.195000		-0.140000		-0.146341
0.196000		-0.140000		-0.146305
0.197000		-0.140000		-0.146276
0.198000		-0.140000		-0.146254
0.199000		-0.140000		-0.146239
0.200000		-0.140000		-0.146231
0.100000		-0.120000		-0.210620
0.101000		-0.120000		-0.209297
0.102000		-0.120000		-0.207969
0.103000		-0.120000		-0.206638
0.104000		-0.120000		-0.205305
0.105000		-0.120000		-0.203972
0.106000		-0.120000		-0.202640
0.107000		-0.120000		-0.201311
0.108000		-0.120000		-0.199985
0.109000		-0.120000		-0.198665
0.110000		-0.120000		-0.197350
0.111000		-0.120000		-0.196043
0.112000		-0.120000		-0.194745
0.113000		-0.120000		-0.193456
0.114000		-0.120000		-0.192177
0.115000		-0.120000		-0.190910
0.116000		-0.120000		-0.189655
0.117000		-0.120000		-0.188414
0.118000		-0.120000		-0.187186
0.119000		-0.120000		-0.185973
0.120000		-0.120000		-0.184776
0.121000		-0.120000		-0.183595
0.122000		-0.120000		-0.182430
0.123000		-0.120000		-0.181282
0.124000		-0.120000		-0.180152
0.125000		-0.120000		-0.179041
0.126000		-0.120000		-0.177948
0.127000		-0.120000		-0.176873
0.128000		-0.120000		-0.175818
0.129000		-0.120000		-0.174783
0.130000		-0.120000		-0.173768
0.131000		-0.120000		-0.172772
0.132000		-0.120000		-0.171797
0.133000		-0.120000		-0.170842
0.134000		-0.120000		-0.169907
0.135000		-0.120000		-0.168994
0.136000		-0.120000		-0.168100
0.137000		-0.120000		-0.167228
0.138000		-0.120000		-0.166376
0.139000		-0.120000		-0.165544
0.140000		-0.120000		-0.164733
0.141000		-0.120000		-0.163943
0.142000		-0.120000		-0.163173
0.143000		-0.120000		-0.162423
0.144000		-0.120000		-0.161693
0.145000		-0.120000		-0.160983
0.146000		-0.120000		-0.160293
0.147000		-0.120000		-0.159623
0.148000		-0.120000		-0.158972
0.149000		-0.120000		-0.158340
0.150000		-0.120000		-0.157727
0.151000		-0.120000		-0.157133
0.152000		-0.120000		-0.156557
0.153000		-0.120000		-0.156000
0.154000		-0.120000		-0.155460
0.155000		-0.120000		-0.154939
0.156000		-0.120000		-0.154434
0.157000		-0.120000		-0.153947
0.158000		-0.120000		-0.153477
0.159000		-0.120000		-0.153023
0.160000		-0.120000		-0.152586
0.161000		-0.120000		-0.152164
0.162000		-0.120000		-0.151759
0.163000		-0.120000		-0.151368
0.164000		-0.120000		-0.150993
0.165000		-0.120000		-0.150633
0.166000		-0.120000		-0.150287
0.167000		-0.120000		-0.149956
0.168000		-0.120000		-0.149639
0.169000		-0.120000		-0.149335
0.170000		-0.120000		-0.149045
0.171000		-0.120000		-0.148768
0.172000		-0.120000		-0.148503
0.173000		-0.120000		-0.148252
0.174000		-0.120000		-0.148013
0.175000		-0.120000		-0.147785
0.176000		-0.120000		-0.147570
0.177000		-0.120000		-0.147366
0.178000		-0.120000		-0.147173
0.179000		-0.120000		-0.146992
0.180000		-0.120000		-0.146821
0.181000		-0.120000		-0.146660
0.182000		-0.120000		-0.146510
0.183000		-0.120000		-0.146370
0.184000		-0.120000		-0.146240
0.185000		-0.120000		-0.146119
0.186000		-0.120000		-0.146008
0.187000		-0.120000		-0.145906
0.188000		-0.120000		-0.145813
0.189000		-0.120000		-0.145728
0.190000		-0.120000		-0.145652
0.191000		-0.120000		-0.145584
0.192000		-0.120000		-0.145525
0.193000		-0.120000		-0.145473
0.194000		-0.120000		-0.145429
0.195000		-0.120000		-0.145392
0.196000		-0.120000		-0.145363
0.197000		-0.120000		-0.145341
0.198000		-0.120000		-0.145326
0.199000		-0.120000		-0.145317
0.200000		-0.120000		-0.145316
0.100000		-0.100000		-0.209896
0.101000		-0.100000		-0.208544
0.102000		-0.100000		-0.207188
0.103000		-0.100000		-0.205829
0.104000		-0.100000		-0.204469
0.105000		-0.100000		-0.203109
0.106000		-0.100000		-0.201750
0.107000		-0.100000		-0.200395
0.108000		-0.100000		-0.199045
0.109000		-0.100000		-0.197700
0.110000		-0.100000		-0.196362
0.111000		-0.100000		-0.195032
0.112000		-0.100000		-0.193712
0.113000		-0.100000		-0.192403
0.114000		-0.100000		-0.191104
0.115000		-0.100000		-0.189818
0.116000		-0.100000		-0.188546
0.117000		-0.100000		-0.187288
0.118000		-0.100000		-0.186044
0.119000		-0.100000		-0.184817
0.120000		-0.100000		-0.183606
0.121000		-0.100000		-0.182412
0.122000		-0.100000		-0.181235
0.123000		-0.100000		-0.180077
0.124000		-0.100000		-0.178938
0.125000		-0.100000		-0.177817
0.126000		-0.100000		-0.176716
0.127000		-0.100000		-0.175635
0.128000		-0.100000		-0.174575
0.129000		-0.100000		-0.173534
0.130000		-0.100000		-0.172515
0.131000		-0.100000		-0.171516
0.132000		-0.100000		-0.170538
0.133000		-0.100000		-0.169582
0.134000		-0.100000		-0.168646
0.135000		-0.100000		-0.167732
0.136000		-0.100000		-0.166839
0.137000		-0.100000		-0.165968
0.138000		-0.100000		-0.165117
0.139000		-0.100000		-0.164288
0.140000		-0.100000		-0.163480
0.141000		-0.100000		-0.162693
0.142000		-0.100000		-0.161927
0.143000		-0.100000		-0.161182
0.144000		-0.100000		-0.160457
0.145000		-0.100000		-0.159752
0.146000		-0.100000		-0.159068
0.147000		-0.100000		-0.158404
0.148000		-0.100000		-0.157759
0.149000		-0.100000		-0.157134
0.150000		-0.100000		-0.156528
0.151000		-0.100000		-0.155941
0.152000		-0.100000		-0.155372
0.153000		-0.100000		-0.154822
0.154000		-0.100000		-0.154291
0.155000		-0.100000		-0.153777
0.156000		-0.100000		-0.153281
0.157000		-0.100000		-0.152802
0.158000		-0.100000		-0.152340
0.159000		-0.100000		-0.151895
0.160000		-0.100000		-0.151466
0.161000		-0.100000		-0.151053
0.162000		-0.100000		-0.150656
0.163000		-0.100000		-0.150275
0.164000		-0.100000		-0.149908
0.165000		-0.100000		-0.149557
0.166000		-0.100000		-0.149220
0.167000		-0.100000		-0.148898
0.168000		-0.100000		-0.148589
0.169000		-0.100000		-0.148294
0.170000		-0.100000		-0.148013
0.171000		-0.100000		-0.147744
0.172000		-0.100000		-0.147489
0.173000		-0.100000		-0.147246
0.174000		-0.100000		-0.147015
0.175000		-0.100000		-0.146797
0.176000		-0.100000		-0.146590
0.177000		-0.100000		-0.146394
0.178000		-0.100000		-0.146210
